,Position,Longitude1 ,Latitude1 ,temp_anom,time,Longitude,Latitude,points,year
583,POINT (-109 47),-109,47,0.1557066143,1881-08-01,-109.001,47.001,-0.001,1881
584,POINT (-109 47),-109,47,0.4986050725,1881-11-01,-109.001,47.001,-0.001,1881
591,POINT (-111 47),-111,47,0.1557066143,1881-08-01,-111.001,47.001,-0.001,1881
592,POINT (-111 47),-111,47,0.4986050725,1881-11-01,-111.001,47.001,-0.001,1881
599,POINT (-113 47),-113,47,0.1557066143,1881-08-01,-113.001,47.001,-0.001,1881
600,POINT (-113 47),-113,47,0.4986050725,1881-11-01,-113.001,47.001,-0.001,1881
607,POINT (-115 47),-115,47,0.1557066143,1881-08-01,-115.001,47.001,-0.001,1881
608,POINT (-115 47),-115,47,0.4986050725,1881-11-01,-115.001,47.001,-0.001,1881
615,POINT (-117 47),-117,47,0.1557066143,1881-08-01,-117.001,47.001,-0.001,1881
616,POINT (-117 47),-117,47,0.4986050725,1881-11-01,-117.001,47.001,-0.001,1881
623,POINT (-119 47),-119,47,0.1557066143,1881-08-01,-119.001,47.001,-0.001,1881
624,POINT (-119 47),-119,47,0.4986050725,1881-11-01,-119.001,47.001,-0.001,1881
631,POINT (-121 47),-121,47,0.1557066143,1881-08-01,-121.001,47.001,-0.001,1881
632,POINT (-121 47),-121,47,0.4986050725,1881-11-01,-121.001,47.001,-0.001,1881
639,POINT (-123 47),-123,47,0.1557066143,1881-08-01,-123.001,47.001,-0.001,1881
640,POINT (-123 47),-123,47,0.4986050725,1881-11-01,-123.001,47.001,-0.001,1881
648,POINT (-69 45),-69,45,0.0853503048,1881-08-01,-69.001,45.001,-0.001,1881
649,POINT (-69 45),-69,45,0.4154498279,1881-10-01,-69.001,45.001,-0.001,1881
650,POINT (-69 45),-69,45,0.7110742927,1881-11-01,-69.001,45.001,-0.001,1881
658,POINT (-71 45),-71,45,0.0853503048,1881-08-01,-71.001,45.001,-0.001,1881
659,POINT (-71 45),-71,45,0.4154498279,1881-10-01,-71.001,45.001,-0.001,1881
660,POINT (-71 45),-71,45,0.7110742927,1881-11-01,-71.001,45.001,-0.001,1881
668,POINT (-73 45),-73,45,0.0853503048,1881-08-01,-73.001,45.001,-0.001,1881
669,POINT (-73 45),-73,45,0.4154498279,1881-10-01,-73.001,45.001,-0.001,1881
670,POINT (-73 45),-73,45,0.7110742927,1881-11-01,-73.001,45.001,-0.001,1881
678,POINT (-83 45),-83,45,0.0853503048,1881-08-01,-83.001,45.001,-0.001,1881
679,POINT (-83 45),-83,45,0.4154498279,1881-10-01,-83.001,45.001,-0.001,1881
680,POINT (-83 45),-83,45,0.7110742927,1881-11-01,-83.001,45.001,-0.001,1881
688,POINT (-85 45),-85,45,0.0853503048,1881-08-01,-85.001,45.001,-0.001,1881
689,POINT (-85 45),-85,45,0.4154498279,1881-10-01,-85.001,45.001,-0.001,1881
690,POINT (-85 45),-85,45,0.7110742927,1881-11-01,-85.001,45.001,-0.001,1881
698,POINT (-87 45),-87,45,0.0853503048,1881-08-01,-87.001,45.001,-0.001,1881
699,POINT (-87 45),-87,45,0.4154498279,1881-10-01,-87.001,45.001,-0.001,1881
700,POINT (-87 45),-87,45,0.7110742927,1881-11-01,-87.001,45.001,-0.001,1881
708,POINT (-89 45),-89,45,0.0853503048,1881-08-01,-89.001,45.001,-0.001,1881
709,POINT (-89 45),-89,45,0.4154498279,1881-10-01,-89.001,45.001,-0.001,1881
710,POINT (-89 45),-89,45,0.7110742927,1881-11-01,-89.001,45.001,-0.001,1881
718,POINT (-91 45),-91,45,0.0853503048,1881-08-01,-91.001,45.001,-0.001,1881
719,POINT (-91 45),-91,45,0.4154498279,1881-10-01,-91.001,45.001,-0.001,1881
720,POINT (-91 45),-91,45,0.7110742927,1881-11-01,-91.001,45.001,-0.001,1881
728,POINT (-93 45),-93,45,0.0853503048,1881-08-01,-93.001,45.001,-0.001,1881
729,POINT (-93 45),-93,45,0.4154498279,1881-10-01,-93.001,45.001,-0.001,1881
730,POINT (-93 45),-93,45,0.7110742927,1881-11-01,-93.001,45.001,-0.001,1881
738,POINT (-95 45),-95,45,0.0853503048,1881-08-01,-95.001,45.001,-0.001,1881
739,POINT (-95 45),-95,45,0.4154498279,1881-10-01,-95.001,45.001,-0.001,1881
740,POINT (-95 45),-95,45,0.7110742927,1881-11-01,-95.001,45.001,-0.001,1881
748,POINT (-97 45),-97,45,0.0853503048,1881-08-01,-97.001,45.001,-0.001,1881
749,POINT (-97 45),-97,45,0.4154498279,1881-10-01,-97.001,45.001,-0.001,1881
750,POINT (-97 45),-97,45,0.7110742927,1881-11-01,-97.001,45.001,-0.001,1881
758,POINT (-99 45),-99,45,0.0853503048,1881-08-01,-99.001,45.001,-0.001,1881
759,POINT (-99 45),-99,45,0.4154498279,1881-10-01,-99.001,45.001,-0.001,1881
760,POINT (-99 45),-99,45,0.7110742927,1881-11-01,-99.001,45.001,-0.001,1881
768,POINT (-101 45),-101,45,0.0853503048,1881-08-01,-101.001,45.001,-0.001,1881
769,POINT (-101 45),-101,45,0.4154498279,1881-10-01,-101.001,45.001,-0.001,1881
770,POINT (-101 45),-101,45,0.7110742927,1881-11-01,-101.001,45.001,-0.001,1881
778,POINT (-103 45),-103,45,0.0853503048,1881-08-01,-103.001,45.001,-0.001,1881
779,POINT (-103 45),-103,45,0.4154498279,1881-10-01,-103.001,45.001,-0.001,1881
780,POINT (-103 45),-103,45,0.7110742927,1881-11-01,-103.001,45.001,-0.001,1881
788,POINT (-105 45),-105,45,0.0853503048,1881-08-01,-105.001,45.001,-0.001,1881
789,POINT (-105 45),-105,45,0.4154498279,1881-10-01,-105.001,45.001,-0.001,1881
790,POINT (-105 45),-105,45,0.7110742927,1881-11-01,-105.001,45.001,-0.001,1881
798,POINT (-107 45),-107,45,0.0853503048,1881-08-01,-107.001,45.001,-0.001,1881
799,POINT (-107 45),-107,45,0.4154498279,1881-10-01,-107.001,45.001,-0.001,1881
800,POINT (-107 45),-107,45,0.7110742927,1881-11-01,-107.001,45.001,-0.001,1881
808,POINT (-109 45),-109,45,0.0853503048,1881-08-01,-109.001,45.001,-0.001,1881
809,POINT (-109 45),-109,45,0.4154498279,1881-10-01,-109.001,45.001,-0.001,1881
810,POINT (-109 45),-109,45,0.7110742927,1881-11-01,-109.001,45.001,-0.001,1881
818,POINT (-111 45),-111,45,0.0853503048,1881-08-01,-111.001,45.001,-0.001,1881
819,POINT (-111 45),-111,45,0.4154498279,1881-10-01,-111.001,45.001,-0.001,1881
820,POINT (-111 45),-111,45,0.7110742927,1881-11-01,-111.001,45.001,-0.001,1881
828,POINT (-113 45),-113,45,0.0853503048,1881-08-01,-113.001,45.001,-0.001,1881
829,POINT (-113 45),-113,45,0.4154498279,1881-10-01,-113.001,45.001,-0.001,1881
830,POINT (-113 45),-113,45,0.7110742927,1881-11-01,-113.001,45.001,-0.001,1881
838,POINT (-115 45),-115,45,0.0853503048,1881-08-01,-115.001,45.001,-0.001,1881
839,POINT (-115 45),-115,45,0.4154498279,1881-10-01,-115.001,45.001,-0.001,1881
840,POINT (-115 45),-115,45,0.7110742927,1881-11-01,-115.001,45.001,-0.001,1881
848,POINT (-117 45),-117,45,0.0853503048,1881-08-01,-117.001,45.001,-0.001,1881
849,POINT (-117 45),-117,45,0.4154498279,1881-10-01,-117.001,45.001,-0.001,1881
850,POINT (-117 45),-117,45,0.7110742927,1881-11-01,-117.001,45.001,-0.001,1881
858,POINT (-119 45),-119,45,0.0853503048,1881-08-01,-119.001,45.001,-0.001,1881
859,POINT (-119 45),-119,45,0.4154498279,1881-10-01,-119.001,45.001,-0.001,1881
860,POINT (-119 45),-119,45,0.7110742927,1881-11-01,-119.001,45.001,-0.001,1881
868,POINT (-121 45),-121,45,0.0853503048,1881-08-01,-121.001,45.001,-0.001,1881
869,POINT (-121 45),-121,45,0.4154498279,1881-10-01,-121.001,45.001,-0.001,1881
870,POINT (-121 45),-121,45,0.7110742927,1881-11-01,-121.001,45.001,-0.001,1881
878,POINT (-123 45),-123,45,0.0853503048,1881-08-01,-123.001,45.001,-0.001,1881
879,POINT (-123 45),-123,45,0.4154498279,1881-10-01,-123.001,45.001,-0.001,1881
880,POINT (-123 45),-123,45,0.7110742927,1881-11-01,-123.001,45.001,-0.001,1881
888,POINT (-71 43),-71,43,0.2719112337,1881-10-01,-71.001,43.001,-0.001,1881
889,POINT (-71 43),-71,43,0.3263737857,1881-11-01,-71.001,43.001,-0.001,1881
898,POINT (-73 43),-73,43,0.2719112337,1881-10-01,-73.001,43.001,-0.001,1881
899,POINT (-73 43),-73,43,0.3263737857,1881-11-01,-73.001,43.001,-0.001,1881
908,POINT (-75 43),-75,43,0.2719112337,1881-10-01,-75.001,43.001,-0.001,1881
909,POINT (-75 43),-75,43,0.3263737857,1881-11-01,-75.001,43.001,-0.001,1881
918,POINT (-77 43),-77,43,0.2719112337,1881-10-01,-77.001,43.001,-0.001,1881
919,POINT (-77 43),-77,43,0.3263737857,1881-11-01,-77.001,43.001,-0.001,1881
928,POINT (-79 43),-79,43,0.2719112337,1881-10-01,-79.001,43.001,-0.001,1881
929,POINT (-79 43),-79,43,0.3263737857,1881-11-01,-79.001,43.001,-0.001,1881
938,POINT (-83 43),-83,43,0.2719112337,1881-10-01,-83.001,43.001,-0.001,1881
939,POINT (-83 43),-83,43,0.3263737857,1881-11-01,-83.001,43.001,-0.001,1881
948,POINT (-85 43),-85,43,0.2719112337,1881-10-01,-85.001,43.001,-0.001,1881
949,POINT (-85 43),-85,43,0.3263737857,1881-11-01,-85.001,43.001,-0.001,1881
958,POINT (-87 43),-87,43,0.2719112337,1881-10-01,-87.001,43.001,-0.001,1881
959,POINT (-87 43),-87,43,0.3263737857,1881-11-01,-87.001,43.001,-0.001,1881
968,POINT (-89 43),-89,43,0.2719112337,1881-10-01,-89.001,43.001,-0.001,1881
969,POINT (-89 43),-89,43,0.3263737857,1881-11-01,-89.001,43.001,-0.001,1881
978,POINT (-91 43),-91,43,0.2719112337,1881-10-01,-91.001,43.001,-0.001,1881
979,POINT (-91 43),-91,43,0.3263737857,1881-11-01,-91.001,43.001,-0.001,1881
988,POINT (-93 43),-93,43,0.2719112337,1881-10-01,-93.001,43.001,-0.001,1881
989,POINT (-93 43),-93,43,0.3263737857,1881-11-01,-93.001,43.001,-0.001,1881
998,POINT (-95 43),-95,43,0.2719112337,1881-10-01,-95.001,43.001,-0.001,1881
999,POINT (-95 43),-95,43,0.3263737857,1881-11-01,-95.001,43.001,-0.001,1881
1008,POINT (-97 43),-97,43,0.2719112337,1881-10-01,-97.001,43.001,-0.001,1881
1009,POINT (-97 43),-97,43,0.3263737857,1881-11-01,-97.001,43.001,-0.001,1881
1018,POINT (-99 43),-99,43,0.2719112337,1881-10-01,-99.001,43.001,-0.001,1881
1019,POINT (-99 43),-99,43,0.3263737857,1881-11-01,-99.001,43.001,-0.001,1881
1028,POINT (-101 43),-101,43,0.2719112337,1881-10-01,-101.001,43.001,-0.001,1881
1029,POINT (-101 43),-101,43,0.3263737857,1881-11-01,-101.001,43.001,-0.001,1881
1038,POINT (-103 43),-103,43,0.2719112337,1881-10-01,-103.001,43.001,-0.001,1881
1039,POINT (-103 43),-103,43,0.3263737857,1881-11-01,-103.001,43.001,-0.001,1881
1048,POINT (-105 43),-105,43,0.2719112337,1881-10-01,-105.001,43.001,-0.001,1881
1049,POINT (-105 43),-105,43,0.3263737857,1881-11-01,-105.001,43.001,-0.001,1881
1058,POINT (-107 43),-107,43,0.2719112337,1881-10-01,-107.001,43.001,-0.001,1881
1059,POINT (-107 43),-107,43,0.3263737857,1881-11-01,-107.001,43.001,-0.001,1881
1068,POINT (-109 43),-109,43,0.2719112337,1881-10-01,-109.001,43.001,-0.001,1881
1069,POINT (-109 43),-109,43,0.3263737857,1881-11-01,-109.001,43.001,-0.001,1881
1078,POINT (-111 43),-111,43,0.2719112337,1881-10-01,-111.001,43.001,-0.001,1881
1079,POINT (-111 43),-111,43,0.3263737857,1881-11-01,-111.001,43.001,-0.001,1881
1088,POINT (-113 43),-113,43,0.2719112337,1881-10-01,-113.001,43.001,-0.001,1881
1089,POINT (-113 43),-113,43,0.3263737857,1881-11-01,-113.001,43.001,-0.001,1881
1098,POINT (-115 43),-115,43,0.2719112337,1881-10-01,-115.001,43.001,-0.001,1881
1099,POINT (-115 43),-115,43,0.3263737857,1881-11-01,-115.001,43.001,-0.001,1881
1108,POINT (-117 43),-117,43,0.2719112337,1881-10-01,-117.001,43.001,-0.001,1881
1109,POINT (-117 43),-117,43,0.3263737857,1881-11-01,-117.001,43.001,-0.001,1881
1118,POINT (-119 43),-119,43,0.2719112337,1881-10-01,-119.001,43.001,-0.001,1881
1119,POINT (-119 43),-119,43,0.3263737857,1881-11-01,-119.001,43.001,-0.001,1881
1128,POINT (-121 43),-121,43,0.2719112337,1881-10-01,-121.001,43.001,-0.001,1881
1129,POINT (-121 43),-121,43,0.3263737857,1881-11-01,-121.001,43.001,-0.001,1881
1138,POINT (-123 43),-123,43,0.2719112337,1881-10-01,-123.001,43.001,-0.001,1881
1139,POINT (-123 43),-123,43,0.3263737857,1881-11-01,-123.001,43.001,-0.001,1881
1147,POINT (-75 41),-75,41,0.0997007117,1881-02-01,-75.001,41.001,-0.001,1881
1148,POINT (-75 41),-75,41,0.1752761155,1881-03-01,-75.001,41.001,-0.001,1881
1149,POINT (-75 41),-75,41,0.2931131721,1881-04-01,-75.001,41.001,-0.001,1881
1163,POINT (-77 41),-77,41,0.0997007117,1881-02-01,-77.001,41.001,-0.001,1881
1164,POINT (-77 41),-77,41,0.1752761155,1881-03-01,-77.001,41.001,-0.001,1881
1165,POINT (-77 41),-77,41,0.2931131721,1881-04-01,-77.001,41.001,-0.001,1881
1179,POINT (-79 41),-79,41,0.0997007117,1881-02-01,-79.001,41.001,-0.001,1881
1180,POINT (-79 41),-79,41,0.1752761155,1881-03-01,-79.001,41.001,-0.001,1881
1181,POINT (-79 41),-79,41,0.2931131721,1881-04-01,-79.001,41.001,-0.001,1881
1195,POINT (-81 41),-81,41,0.0997007117,1881-02-01,-81.001,41.001,-0.001,1881
1196,POINT (-81 41),-81,41,0.1752761155,1881-03-01,-81.001,41.001,-0.001,1881
1197,POINT (-81 41),-81,41,0.2931131721,1881-04-01,-81.001,41.001,-0.001,1881
1211,POINT (-83 41),-83,41,0.0997007117,1881-02-01,-83.001,41.001,-0.001,1881
1212,POINT (-83 41),-83,41,0.1752761155,1881-03-01,-83.001,41.001,-0.001,1881
1213,POINT (-83 41),-83,41,0.2931131721,1881-04-01,-83.001,41.001,-0.001,1881
1227,POINT (-85 41),-85,41,0.0997007117,1881-02-01,-85.001,41.001,-0.001,1881
1228,POINT (-85 41),-85,41,0.1752761155,1881-03-01,-85.001,41.001,-0.001,1881
1229,POINT (-85 41),-85,41,0.2931131721,1881-04-01,-85.001,41.001,-0.001,1881
1243,POINT (-87 41),-87,41,0.0997007117,1881-02-01,-87.001,41.001,-0.001,1881
1244,POINT (-87 41),-87,41,0.1752761155,1881-03-01,-87.001,41.001,-0.001,1881
1245,POINT (-87 41),-87,41,0.2931131721,1881-04-01,-87.001,41.001,-0.001,1881
1259,POINT (-89 41),-89,41,0.0997007117,1881-02-01,-89.001,41.001,-0.001,1881
1260,POINT (-89 41),-89,41,0.1752761155,1881-03-01,-89.001,41.001,-0.001,1881
1261,POINT (-89 41),-89,41,0.2931131721,1881-04-01,-89.001,41.001,-0.001,1881
1275,POINT (-91 41),-91,41,0.0997007117,1881-02-01,-91.001,41.001,-0.001,1881
1276,POINT (-91 41),-91,41,0.1752761155,1881-03-01,-91.001,41.001,-0.001,1881
1277,POINT (-91 41),-91,41,0.2931131721,1881-04-01,-91.001,41.001,-0.001,1881
1291,POINT (-93 41),-93,41,0.0997007117,1881-02-01,-93.001,41.001,-0.001,1881
1292,POINT (-93 41),-93,41,0.1752761155,1881-03-01,-93.001,41.001,-0.001,1881
1293,POINT (-93 41),-93,41,0.2931131721,1881-04-01,-93.001,41.001,-0.001,1881
1307,POINT (-95 41),-95,41,0.0997007117,1881-02-01,-95.001,41.001,-0.001,1881
1308,POINT (-95 41),-95,41,0.1752761155,1881-03-01,-95.001,41.001,-0.001,1881
1309,POINT (-95 41),-95,41,0.2931131721,1881-04-01,-95.001,41.001,-0.001,1881
1323,POINT (-97 41),-97,41,0.0997007117,1881-02-01,-97.001,41.001,-0.001,1881
1324,POINT (-97 41),-97,41,0.1752761155,1881-03-01,-97.001,41.001,-0.001,1881
1325,POINT (-97 41),-97,41,0.2931131721,1881-04-01,-97.001,41.001,-0.001,1881
1339,POINT (-99 41),-99,41,0.0997007117,1881-02-01,-99.001,41.001,-0.001,1881
1340,POINT (-99 41),-99,41,0.1752761155,1881-03-01,-99.001,41.001,-0.001,1881
1341,POINT (-99 41),-99,41,0.2931131721,1881-04-01,-99.001,41.001,-0.001,1881
1355,POINT (-101 41),-101,41,0.0997007117,1881-02-01,-101.001,41.001,-0.001,1881
1356,POINT (-101 41),-101,41,0.1752761155,1881-03-01,-101.001,41.001,-0.001,1881
1357,POINT (-101 41),-101,41,0.2931131721,1881-04-01,-101.001,41.001,-0.001,1881
1371,POINT (-103 41),-103,41,0.0997007117,1881-02-01,-103.001,41.001,-0.001,1881
1372,POINT (-103 41),-103,41,0.1752761155,1881-03-01,-103.001,41.001,-0.001,1881
1373,POINT (-103 41),-103,41,0.2931131721,1881-04-01,-103.001,41.001,-0.001,1881
1387,POINT (-105 41),-105,41,0.0997007117,1881-02-01,-105.001,41.001,-0.001,1881
1388,POINT (-105 41),-105,41,0.1752761155,1881-03-01,-105.001,41.001,-0.001,1881
1389,POINT (-105 41),-105,41,0.2931131721,1881-04-01,-105.001,41.001,-0.001,1881
1403,POINT (-107 41),-107,41,0.0997007117,1881-02-01,-107.001,41.001,-0.001,1881
1404,POINT (-107 41),-107,41,0.1752761155,1881-03-01,-107.001,41.001,-0.001,1881
1405,POINT (-107 41),-107,41,0.2931131721,1881-04-01,-107.001,41.001,-0.001,1881
1419,POINT (-109 41),-109,41,0.0997007117,1881-02-01,-109.001,41.001,-0.001,1881
1420,POINT (-109 41),-109,41,0.1752761155,1881-03-01,-109.001,41.001,-0.001,1881
1421,POINT (-109 41),-109,41,0.2931131721,1881-04-01,-109.001,41.001,-0.001,1881
1435,POINT (-111 41),-111,41,0.0997007117,1881-02-01,-111.001,41.001,-0.001,1881
1436,POINT (-111 41),-111,41,0.1752761155,1881-03-01,-111.001,41.001,-0.001,1881
1437,POINT (-111 41),-111,41,0.2931131721,1881-04-01,-111.001,41.001,-0.001,1881
1451,POINT (-113 41),-113,41,0.0997007117,1881-02-01,-113.001,41.001,-0.001,1881
1452,POINT (-113 41),-113,41,0.1752761155,1881-03-01,-113.001,41.001,-0.001,1881
1453,POINT (-113 41),-113,41,0.2931131721,1881-04-01,-113.001,41.001,-0.001,1881
1467,POINT (-115 41),-115,41,0.0997007117,1881-02-01,-115.001,41.001,-0.001,1881
1468,POINT (-115 41),-115,41,0.1752761155,1881-03-01,-115.001,41.001,-0.001,1881
1469,POINT (-115 41),-115,41,0.2931131721,1881-04-01,-115.001,41.001,-0.001,1881
1483,POINT (-117 41),-117,41,0.0997007117,1881-02-01,-117.001,41.001,-0.001,1881
1484,POINT (-117 41),-117,41,0.1752761155,1881-03-01,-117.001,41.001,-0.001,1881
1485,POINT (-117 41),-117,41,0.2931131721,1881-04-01,-117.001,41.001,-0.001,1881
1499,POINT (-119 41),-119,41,0.0997007117,1881-02-01,-119.001,41.001,-0.001,1881
1500,POINT (-119 41),-119,41,0.1752761155,1881-03-01,-119.001,41.001,-0.001,1881
1501,POINT (-119 41),-119,41,0.2931131721,1881-04-01,-119.001,41.001,-0.001,1881
1515,POINT (-121 41),-121,41,0.0997007117,1881-02-01,-121.001,41.001,-0.001,1881
1516,POINT (-121 41),-121,41,0.1752761155,1881-03-01,-121.001,41.001,-0.001,1881
1517,POINT (-121 41),-121,41,0.2931131721,1881-04-01,-121.001,41.001,-0.001,1881
1531,POINT (-123 41),-123,41,0.0997007117,1881-02-01,-123.001,41.001,-0.001,1881
1532,POINT (-123 41),-123,41,0.1752761155,1881-03-01,-123.001,41.001,-0.001,1881
1533,POINT (-123 41),-123,41,0.2931131721,1881-04-01,-123.001,41.001,-0.001,1881
1548,POINT (-77 39),-77,39,0.1973591298,1881-02-01,-77.001,39.001,-0.001,1881
1549,POINT (-77 39),-77,39,0.4469480515,1881-03-01,-77.001,39.001,-0.001,1881
1550,POINT (-77 39),-77,39,0.6851437688,1881-04-01,-77.001,39.001,-0.001,1881
1562,POINT (-79 39),-79,39,0.1973591298,1881-02-01,-79.001,39.001,-0.001,1881
1563,POINT (-79 39),-79,39,0.4469480515,1881-03-01,-79.001,39.001,-0.001,1881
1564,POINT (-79 39),-79,39,0.6851437688,1881-04-01,-79.001,39.001,-0.001,1881
1576,POINT (-81 39),-81,39,0.1973591298,1881-02-01,-81.001,39.001,-0.001,1881
1577,POINT (-81 39),-81,39,0.4469480515,1881-03-01,-81.001,39.001,-0.001,1881
1578,POINT (-81 39),-81,39,0.6851437688,1881-04-01,-81.001,39.001,-0.001,1881
1590,POINT (-83 39),-83,39,0.1973591298,1881-02-01,-83.001,39.001,-0.001,1881
1591,POINT (-83 39),-83,39,0.4469480515,1881-03-01,-83.001,39.001,-0.001,1881
1592,POINT (-83 39),-83,39,0.6851437688,1881-04-01,-83.001,39.001,-0.001,1881
1604,POINT (-85 39),-85,39,0.1973591298,1881-02-01,-85.001,39.001,-0.001,1881
1605,POINT (-85 39),-85,39,0.4469480515,1881-03-01,-85.001,39.001,-0.001,1881
1606,POINT (-85 39),-85,39,0.6851437688,1881-04-01,-85.001,39.001,-0.001,1881
1618,POINT (-87 39),-87,39,0.1973591298,1881-02-01,-87.001,39.001,-0.001,1881
1619,POINT (-87 39),-87,39,0.4469480515,1881-03-01,-87.001,39.001,-0.001,1881
1620,POINT (-87 39),-87,39,0.6851437688,1881-04-01,-87.001,39.001,-0.001,1881
1632,POINT (-89 39),-89,39,0.1973591298,1881-02-01,-89.001,39.001,-0.001,1881
1633,POINT (-89 39),-89,39,0.4469480515,1881-03-01,-89.001,39.001,-0.001,1881
1634,POINT (-89 39),-89,39,0.6851437688,1881-04-01,-89.001,39.001,-0.001,1881
1646,POINT (-91 39),-91,39,0.1973591298,1881-02-01,-91.001,39.001,-0.001,1881
1647,POINT (-91 39),-91,39,0.4469480515,1881-03-01,-91.001,39.001,-0.001,1881
1648,POINT (-91 39),-91,39,0.6851437688,1881-04-01,-91.001,39.001,-0.001,1881
1660,POINT (-93 39),-93,39,0.1973591298,1881-02-01,-93.001,39.001,-0.001,1881
1661,POINT (-93 39),-93,39,0.4469480515,1881-03-01,-93.001,39.001,-0.001,1881
1662,POINT (-93 39),-93,39,0.6851437688,1881-04-01,-93.001,39.001,-0.001,1881
1674,POINT (-95 39),-95,39,0.1973591298,1881-02-01,-95.001,39.001,-0.001,1881
1675,POINT (-95 39),-95,39,0.4469480515,1881-03-01,-95.001,39.001,-0.001,1881
1676,POINT (-95 39),-95,39,0.6851437688,1881-04-01,-95.001,39.001,-0.001,1881
1688,POINT (-97 39),-97,39,0.1973591298,1881-02-01,-97.001,39.001,-0.001,1881
1689,POINT (-97 39),-97,39,0.4469480515,1881-03-01,-97.001,39.001,-0.001,1881
1690,POINT (-97 39),-97,39,0.6851437688,1881-04-01,-97.001,39.001,-0.001,1881
1702,POINT (-99 39),-99,39,0.1973591298,1881-02-01,-99.001,39.001,-0.001,1881
1703,POINT (-99 39),-99,39,0.4469480515,1881-03-01,-99.001,39.001,-0.001,1881
1704,POINT (-99 39),-99,39,0.6851437688,1881-04-01,-99.001,39.001,-0.001,1881
1716,POINT (-101 39),-101,39,0.1973591298,1881-02-01,-101.001,39.001,-0.001,1881
1717,POINT (-101 39),-101,39,0.4469480515,1881-03-01,-101.001,39.001,-0.001,1881
1718,POINT (-101 39),-101,39,0.6851437688,1881-04-01,-101.001,39.001,-0.001,1881
1730,POINT (-103 39),-103,39,0.1973591298,1881-02-01,-103.001,39.001,-0.001,1881
1731,POINT (-103 39),-103,39,0.4469480515,1881-03-01,-103.001,39.001,-0.001,1881
1732,POINT (-103 39),-103,39,0.6851437688,1881-04-01,-103.001,39.001,-0.001,1881
1744,POINT (-105 39),-105,39,0.1973591298,1881-02-01,-105.001,39.001,-0.001,1881
1745,POINT (-105 39),-105,39,0.4469480515,1881-03-01,-105.001,39.001,-0.001,1881
1746,POINT (-105 39),-105,39,0.6851437688,1881-04-01,-105.001,39.001,-0.001,1881
1758,POINT (-107 39),-107,39,0.1973591298,1881-02-01,-107.001,39.001,-0.001,1881
1759,POINT (-107 39),-107,39,0.4469480515,1881-03-01,-107.001,39.001,-0.001,1881
1760,POINT (-107 39),-107,39,0.6851437688,1881-04-01,-107.001,39.001,-0.001,1881
1772,POINT (-109 39),-109,39,0.1973591298,1881-02-01,-109.001,39.001,-0.001,1881
